Bitcoin,/currencies/bitcoin/,7051.66465759
Ethereum,/currencies/ethereum/,186.956675832
XRP,/currencies/ripple/,0.310842147295
Bitcoin Cash,/currencies/bitcoin-cash/,350.286545803
Litecoin,/currencies/litecoin/,86.5052080009
EOS,/currencies/eos/,5.3614019548
Binance Coin,/currencies/binance-coin/,20.8328354699
Tether,/currencies/tether/,1.00336166938
Stellar,/currencies/stellar/,0.0988247733233
Cardano,/currencies/cardano/,0.0697688973313
TRON,/currencies/tron/,0.0238114304972
Monero,/currencies/monero/,73.4910207025
Dash,/currencies/dash/,120.220961795
Bitcoin SV,/currencies/bitcoin-sv/,57.6304858917
Tezos,/currencies/tezos/,1.27445018472
IOTA,/currencies/iota/,0.30244970015
Cosmos,/currencies/cosmos/,3.77572230674
Ethereum Classic,/currencies/ethereum-classic/,5.83303473712
NEO,/currencies/neo/,9.23696849068
Ontology,/currencies/ontology/,1.15368060216
Maker,/currencies/maker/,568.778852674
NEM,/currencies/nem/,0.0566656801325
Basic Attenti...,/currencies/basic-attention-token/,0.352261670971
Zcash,/currencies/zcash/,60.633106592
Bitcoin Gold,/currencies/bitcoin-gold/,22.1054258283
Crypto.com Chain,/currencies/crypto-com-chain/,0.0645548192705
VeChain,/currencies/vechain/,0.00609400701283
USD Coin,/currencies/usd-coin/,1.00245238975
Dogecoin,/currencies/dogecoin/,0.0026750443676
Decred,/currencies/decred/,27.0686295454
Waves,/currencies/waves/,2.39271666918
OmiseGO,/currencies/omisego/,1.68920872694
TrueUSD,/currencies/trueusd/,1.00893929187
Qtum,/currencies/qtum/,2.43656206759
Chainlink,/currencies/chainlink/,0.661759174143
Augur,/currencies/augur/,20.8438832591
Lisk,/currencies/lisk/,1.90329105279
Nano,/currencies/nano/,1.66500581529
Paxos Standar...,/currencies/paxos-standard-token/,1.00494305854
Bytecoin,/currencies/bytecoin-bcn/,0.000935474882016
Bitcoin Diamond,/currencies/bitcoin-diamond/,0.922649914002
Ravencoin,/currencies/ravencoin/,0.0461591888874
Holo,/currencies/holo/,0.00120531849377
0x,/currencies/0x/,0.271214565686
ICON,/currencies/icon/,0.325912424711
IOST,/currencies/iostoken/,0.0125581112521
BitShares,/currencies/bitshares/,0.0549812688371
ABBC Coin,/currencies/abbc-coin/,0.293257619932
Zilliqa,/currencies/zilliqa/,0.0167475144671
BitTorrent,/currencies/bittorrent/,0.000642781188283
Aurora,/currencies/aurora/,0.0204783834559
Pundi X,/currencies/pundi-x/,0.000611234167473
DigiByte,/currencies/digibyte/,0.0109025700152
Komodo,/currencies/komodo/,1.11035717307
Aeternity,/currencies/aeternity/,0.46234469137
Siacoin,/currencies/siacoin/,0.00293796592739
Verge,/currencies/verge/,0.00728110346884
Huobi Token,/currencies/huobi-token/,2.32285646468
Insight Chain,/currencies/insight-chain/,0.31556300209
Enjin Coin,/currencies/enjin-coin/,0.140491084775
Bytom,/currencies/bytom/,0.100866384571
Steem,/currencies/steem/,0.313354125576
KuCoin Shares,/currencies/kucoin-shares/,1.00967163591
Factom,/currencies/factom/,9.52504804333
ThoreCoin,/currencies/thorecoin/,1031.14856641
Qubitica,/currencies/qubitica/,31.2695014279
Cryptonex,/currencies/cryptonex/,1.53391378643
Dai,/currencies/dai/,0.988039336175
Mixin,/currencies/mixin/,185.39677891
Stratis,/currencies/stratis/,0.814277399868
Horizen,/currencies/zencash/,12.4984906746
Waltonchain,/currencies/waltonchain/,1.92433194687
Status,/currencies/status/,0.0223244324455
DigixDAO,/currencies/digixdao/,38.0332542206
THETA,/currencies/theta/,0.0868869817466
VestChain,/currencies/vestchain/,0.0106622362048
Crypto.com,/currencies/crypto-com/,4.68672157729
MaidSafeCoin,/currencies/maidsafecoin/,0.160788591982
Ardor,/currencies/ardor/,0.0724928865452
Golem,/currencies/golem-network-tokens/,0.0709643863487
TrueChain,/currencies/truechain/,0.845383187722
Aion,/currencies/aion/,0.204121015617
GXChain,/currencies/gxchain/,1.03111843274
Maximine Coin,/currencies/maximine-coin/,0.0372717955771
Project Pai,/currencies/project-pai/,0.042321340502
MonaCoin,/currencies/monacoin/,0.926614902993
WAX,/currencies/wax/,0.0636453519618
aelf,/currencies/aelf/,0.166045785375
Ark,/currencies/ark/,0.510443756569
Japan Content...,/currencies/japan-content-token/,0.193934646518
Dent,/currencies/dent/,0.000828901288198
Populous,/currencies/populous/,1.03523567895
NEXT,/currencies/next/,1.08917793712
Santiment Net...,/currencies/santiment/,0.869207169144
Arcblock,/currencies/arcblock/,0.552096903099
Metaverse ETP,/currencies/metaverse/,0.756077305367
Decentraland,/currencies/decentraland/,0.0497376402554
Revain,/currencies/revain/,0.107252870259
ReddCoin,/currencies/reddcoin/,0.00175981619485
Orbs,/currencies/orbs/,0.0303943466325
Clams,/currencies/clams/,13.6118933501
HyperCash,/currencies/hypercash/,1.11974055445
Zcoin,/currencies/zcoin/,6.51962449732
NULS,/currencies/nuls/,0.66412146601
WaykiChain,/currencies/waykichain/,0.249578722871
Loom Network,/currencies/loom-network/,0.0594380467722
Loopring,/currencies/loopring/,0.0558983998545
Elastos,/currencies/elastos/,3.00504677496
iExec RLC,/currencies/rlc/,0.572555233646
Newton,/currencies/newton/,0.00375093774116
Power Ledger,/currencies/power-ledger/,0.106170321488
QASH,/currencies/qash/,0.122209887855
Nebulas,/currencies/nebulas-token/,0.938773923848
Electroneum,/currencies/electroneum/,0.00451867822459
Nexo,/currencies/nexo/,0.0727948710697
Bread,/currencies/bread/,0.448086371981
SOLVE,/currencies/solve/,0.175341616125
Particl,/currencies/particl/,4.81441396772
ODEM,/currencies/odem/,0.166143449276
MOAC,/currencies/moac/,0.611686540237
Bancor,/currencies/bancor/,0.588216736581
Wanchain,/currencies/wanchain/,0.341758822634
Kin,/currencies/kin/,4.77528108964e-05
STASIS EURS,/currencies/stasis-eurs/,1.12434971584
UGAS,/currencies/ugas/,0.216385522399
Polymath,/currencies/polymath-network/,0.0836671942318
CasinoCoin,/currencies/casinocoin/,0.000913624842379
Kyber Network,/currencies/kyber-network/,0.210790414372
FunFair,/currencies/funfair/,0.00533888023678
Energi,/currencies/energi/,2.17298474949
LATOKEN,/currencies/latoken/,0.100965005834
PIVX,/currencies/pivx/,0.589788486514
Nxt,/currencies/nxt/,0.0327669688205
Buggyra Coin ...,/currencies/buggyra-coin-zero/,0.0161348025724
IoTeX,/currencies/iotex/,0.00926059575697
EDUCare,/currencies/educare/,0.0493265949675
Centrality,/currencies/centrality/,0.0401012653682
Gemini Dollar,/currencies/gemini-dollar/,0.998255464247
TomoChain,/currencies/tomochain/,0.523205617514
Enigma,/currencies/enigma/,0.41661167226
Unobtanium,/currencies/unobtanium/,154.09302696
Storj,/currencies/storj/,0.226719208455
ProximaX,/currencies/proximax/,0.00503991084113
Obyte,/currencies/obyte/,43.9997631966
Syscoin,/currencies/syscoin/,0.0539294802058
Lambda,/currencies/lambda/,0.0588171476313
Bibox Token,/currencies/bibox-token/,0.266990323151
Linkey,/currencies/linkey/,0.580012816056
RIF Token,/currencies/rif-token/,0.0719995485866
Veritaseum,/currencies/veritaseum/,13.0390385579
Everus,/currencies/everus/,0.0612322693934
Ecoreal Estate,/currencies/ecoreal-estate/,0.131854559176
Mainframe,/currencies/mainframe/,0.00349973142802
CRYPTO20,/currencies/c20/,0.654809856301
Spectre.ai Di...,/currencies/spectre-dividend/,0.321665524915
CyberMiles,/currencies/cybermiles/,0.0328790995524
TenX,/currencies/tenx/,0.228505571288
Groestlcoin,/currencies/groestlcoin/,0.355877453838
Apollo Currency,/currencies/apollo-currency/,0.00171790491197
Fusion,/currencies/fusion/,0.821129915854
REPO,/currencies/repo/,0.228872537351
Gas,/currencies/gas/,2.4609188789
QuarkChain,/currencies/quarkchain/,0.0217181177143
Cred,/currencies/libra-credit/,0.0476312962963
Theta Fuel,/currencies/theta-fuel/,0.00636332251314
#MetaHash,/currencies/metahash/,0.0338241617751
ILCoin,/currencies/ilcoin/,0.0814475601234
Iconomi,/currencies/iconomi/,0.242512359066
Civic,/currencies/civic/,0.0689312326965
Aragon,/currencies/aragon/,0.761230554924
Lightning Bit...,/currencies/lightning-bitcoin/,6.00899978844
BnkToTheFuture,/currencies/bnktothefuture/,0.0312325573101
Dragonchain,/currencies/dragonchain/,0.0955964351261
Cortex,/currencies/cortex/,0.148343384099
Cindicator,/currencies/cindicator/,0.0152422419706
Metadium,/currencies/metadium/,0.0176312529923
UTRUST,/currencies/utrust/,0.0486062816561
Robotina,/currencies/robotina/,0.0759603151396
Dropil,/currencies/dropil/,0.000935080179966
TokenClub,/currencies/tokenclub/,0.044042352592
Celer Network,/currencies/celer-network/,0.0089184158056
